0:2:1:1:46	Leaf terminal cluster 0:2:1:1:46	Leaf terminal cluster 0:2:1:1:46
0:1:2:14	Leaf terminal cluster 0:1:2:14	Leaf terminal cluster 0:1:2:14
0:147	Leaf terminal cluster 0:147	Leaf terminal cluster 0:147
0:1:2:147	Leaf terminal cluster 0:1:2:147	Leaf terminal cluster 0:1:2:147
0:3:1:5	Leaf terminal cluster 0:3:1:5	Leaf terminal cluster 0:3:1:5
0:2:2:14:1:5	Leaf terminal cluster 0:2:2:14:1:5	Leaf terminal cluster 0:2:2:14:1:5
0:317	Leaf terminal cluster 0:317	Leaf terminal cluster 0:317
0:1:2:117	Leaf terminal cluster 0:1:2:117	Leaf terminal cluster 0:1:2:117
0:114	Leaf terminal cluster 0:114	Leaf terminal cluster 0:114
0:1:3:9	Leaf terminal cluster 0:1:3:9	Leaf terminal cluster 0:1:3:9
0:2:2:2:5	Leaf terminal cluster 0:2:2:2:5	Leaf terminal cluster 0:2:2:2:5
0:1:5:81	Leaf terminal cluster 0:1:5:81	Leaf terminal cluster 0:1:5:81
0:1:3:42	Leaf terminal cluster 0:1:3:42	Leaf terminal cluster 0:1:3:42
0:359	Leaf terminal cluster 0:359	Leaf terminal cluster 0:359
0:3:1:5:1	Leaf terminal cluster 0:3:1:5:1	Leaf terminal cluster 0:3:1:5:1
0:1:3:180	Leaf terminal cluster 0:1:3:180	Leaf terminal cluster 0:1:3:180
0:1:5:24	Leaf terminal cluster 0:1:5:24	Leaf terminal cluster 0:1:5:24
0:355	Leaf terminal cluster 0:355	Leaf terminal cluster 0:355
0:1:2:45	Leaf terminal cluster 0:1:2:45	Leaf terminal cluster 0:1:2:45
0:1:2:120	Leaf terminal cluster 0:1:2:120	Leaf terminal cluster 0:1:2:120
0:2:2:22:5	Leaf terminal cluster 0:2:2:22:5	Leaf terminal cluster 0:2:2:22:5
0:2:2:2:27	Leaf terminal cluster 0:2:2:2:27	Leaf terminal cluster 0:2:2:2:27
0:1:2:139	Leaf terminal cluster 0:1:2:139	Leaf terminal cluster 0:1:2:139
0:2:2:4:17	Leaf terminal cluster 0:2:2:4:17	Leaf terminal cluster 0:2:2:4:17
0:65	Leaf terminal cluster 0:65	Leaf terminal cluster 0:65
0:2:2:18:1	Leaf terminal cluster 0:2:2:18:1	Leaf terminal cluster 0:2:2:18:1
0:2:1:1:201	Leaf terminal cluster 0:2:1:1:201	Leaf terminal cluster 0:2:1:1:201
0:2:2:3:31	Leaf terminal cluster 0:2:2:3:31	Leaf terminal cluster 0:2:2:3:31
0:2:2:17:7	Leaf terminal cluster 0:2:2:17:7	Leaf terminal cluster 0:2:2:17:7
0:1:3:28	Leaf terminal cluster 0:1:3:28	Leaf terminal cluster 0:1:3:28
0:1:1:72	Leaf terminal cluster 0:1:1:72	Leaf terminal cluster 0:1:1:72
0:1:5:39	Leaf terminal cluster 0:1:5:39	Leaf terminal cluster 0:1:5:39
0:1:3:161	Leaf terminal cluster 0:1:3:161	Leaf terminal cluster 0:1:3:161
0:109	Leaf terminal cluster 0:109	Leaf terminal cluster 0:109
0:1:2:129	Leaf terminal cluster 0:1:2:129	Leaf terminal cluster 0:1:2:129
0:216	Leaf terminal cluster 0:216	Leaf terminal cluster 0:216
0:1:2:17	Leaf terminal cluster 0:1:2:17	Leaf terminal cluster 0:1:2:17
0:2:2:12:17	Leaf terminal cluster 0:2:2:12:17	Leaf terminal cluster 0:2:2:12:17
0:2:1:1:294	Leaf terminal cluster 0:2:1:1:294	Leaf terminal cluster 0:2:1:1:294
0:23	Leaf terminal cluster 0:23	Leaf terminal cluster 0:23
0:2:2:6:2:4	Leaf terminal cluster 0:2:2:6:2:4	Leaf terminal cluster 0:2:2:6:2:4
0:76	Leaf terminal cluster 0:76	Leaf terminal cluster 0:76
0:103	Leaf terminal cluster 0:103	Leaf terminal cluster 0:103
0:1:4:4	Leaf terminal cluster 0:1:4:4	Leaf terminal cluster 0:1:4:4
0:2:2:6:2:9	Leaf terminal cluster 0:2:2:6:2:9	Leaf terminal cluster 0:2:2:6:2:9
0:1:6:21	Leaf terminal cluster 0:1:6:21	Leaf terminal cluster 0:1:6:21
0:2:2:21:1:1	Leaf terminal cluster 0:2:2:21:1:1	Leaf terminal cluster 0:2:2:21:1:1
0:2:1:4:4	Leaf terminal cluster 0:2:1:4:4	Leaf terminal cluster 0:2:1:4:4
0:198	Leaf terminal cluster 0:198	Leaf terminal cluster 0:198
0:2:2:1:1:43	Leaf terminal cluster 0:2:2:1:1:43	Leaf terminal cluster 0:2:2:1:1:43
0:2:2:1:1:32	Leaf terminal cluster 0:2:2:1:1:32	Leaf terminal cluster 0:2:2:1:1:32
0:287	Leaf terminal cluster 0:287	Leaf terminal cluster 0:287
0:1:7	Leaf terminal cluster 0:1:7	Leaf terminal cluster 0:1:7
0:2:1:1:52	Leaf terminal cluster 0:2:1:1:52	Leaf terminal cluster 0:2:1:1:52
0:2:1:1:350	Leaf terminal cluster 0:2:1:1:350	Leaf terminal cluster 0:2:1:1:350
0:1:1:195:1	Leaf terminal cluster 0:1:1:195:1	Leaf terminal cluster 0:1:1:195:1
0:2:1:1:152	Leaf terminal cluster 0:2:1:1:152	Leaf terminal cluster 0:2:1:1:152
0:172	Leaf terminal cluster 0:172	Leaf terminal cluster 0:172
0:2:2:9:4:2	Leaf terminal cluster 0:2:2:9:4:2	Leaf terminal cluster 0:2:2:9:4:2
0:1:1:67	Leaf terminal cluster 0:1:1:67	Leaf terminal cluster 0:1:1:67
0:2:1:1:154	Leaf terminal cluster 0:2:1:1:154	Leaf terminal cluster 0:2:1:1:154
0:1:1:3:7	Leaf terminal cluster 0:1:1:3:7	Leaf terminal cluster 0:1:1:3:7
0:2:1:1:222	Leaf terminal cluster 0:2:1:1:222	Leaf terminal cluster 0:2:1:1:222
0:304	Leaf terminal cluster 0:304	Leaf terminal cluster 0:304
0:373	Leaf terminal cluster 0:373	Leaf terminal cluster 0:373
0:390	Leaf terminal cluster 0:390	Leaf terminal cluster 0:390
0:2:2:13:10	Leaf terminal cluster 0:2:2:13:10	Leaf terminal cluster 0:2:2:13:10
0:48	Leaf terminal cluster 0:48	Leaf terminal cluster 0:48
0:1:1:18	Leaf terminal cluster 0:1:1:18	Leaf terminal cluster 0:1:1:18
0:272	Leaf terminal cluster 0:272	Leaf terminal cluster 0:272
0:1:2:58	Leaf terminal cluster 0:1:2:58	Leaf terminal cluster 0:1:2:58
0:93	Leaf terminal cluster 0:93	Leaf terminal cluster 0:93
0:1:3:175	Leaf terminal cluster 0:1:3:175	Leaf terminal cluster 0:1:3:175
0:3:1:1	Leaf terminal cluster 0:3:1:1	Leaf terminal cluster 0:3:1:1
0:54	Leaf terminal cluster 0:54	Leaf terminal cluster 0:54
0:414	Leaf terminal cluster 0:414	Leaf terminal cluster 0:414
0:1:3:108	Leaf terminal cluster 0:1:3:108	Leaf terminal cluster 0:1:3:108
0:41	Leaf terminal cluster 0:41	Leaf terminal cluster 0:41
0:2:2:17:1	Leaf terminal cluster 0:2:2:17:1	Leaf terminal cluster 0:2:2:17:1
0:2:2:14:3:3	Leaf terminal cluster 0:2:2:14:3:3	Leaf terminal cluster 0:2:2:14:3:3
0:1:1:213	Leaf terminal cluster 0:1:1:213	Leaf terminal cluster 0:1:1:213
0:1:5:95	Leaf terminal cluster 0:1:5:95	Leaf terminal cluster 0:1:5:95
0:1:1:174	Leaf terminal cluster 0:1:1:174	Leaf terminal cluster 0:1:1:174
0:283	Leaf terminal cluster 0:283	Leaf terminal cluster 0:283
0:2:1:1:71	Leaf terminal cluster 0:2:1:1:71	Leaf terminal cluster 0:2:1:1:71
0:2:2:2:50	Leaf terminal cluster 0:2:2:2:50	Leaf terminal cluster 0:2:2:2:50
0:1:1:13	Leaf terminal cluster 0:1:1:13	Leaf terminal cluster 0:1:1:13
0:2:1:1:55	Leaf terminal cluster 0:2:1:1:55	Leaf terminal cluster 0:2:1:1:55
0:2:1:1:69	Leaf terminal cluster 0:2:1:1:69	Leaf terminal cluster 0:2:1:1:69
0:2:1:2:40	Leaf terminal cluster 0:2:1:2:40	Leaf terminal cluster 0:2:1:2:40
0:2:2:11:17	Leaf terminal cluster 0:2:2:11:17	Leaf terminal cluster 0:2:2:11:17
0:2:1:1:85	Leaf terminal cluster 0:2:1:1:85	Leaf terminal cluster 0:2:1:1:85
0:161	Leaf terminal cluster 0:161	Leaf terminal cluster 0:161
0:1:3:148	Leaf terminal cluster 0:1:3:148	Leaf terminal cluster 0:1:3:148
0:1:3:86:1	Leaf terminal cluster 0:1:3:86:1	Leaf terminal cluster 0:1:3:86:1
0:2:1:2:19	Leaf terminal cluster 0:2:1:2:19	Leaf terminal cluster 0:2:1:2:19
0:1:3:59	Leaf terminal cluster 0:1:3:59	Leaf terminal cluster 0:1:3:59
0:2:2:2:35:2	Leaf terminal cluster 0:2:2:2:35:2	Leaf terminal cluster 0:2:2:2:35:2
0:1:1:187	Leaf terminal cluster 0:1:1:187	Leaf terminal cluster 0:1:1:187
0:92	Leaf terminal cluster 0:92	Leaf terminal cluster 0:92
0:1:3:11	Leaf terminal cluster 0:1:3:11	Leaf terminal cluster 0:1:3:11
0:2:2:2:39	Leaf terminal cluster 0:2:2:2:39	Leaf terminal cluster 0:2:2:2:39
0:1:1:189	Leaf terminal cluster 0:1:1:189	Leaf terminal cluster 0:1:1:189
0:1:3:181	Leaf terminal cluster 0:1:3:181	Leaf terminal cluster 0:1:3:181
0:2:2:9:4:5	Leaf terminal cluster 0:2:2:9:4:5	Leaf terminal cluster 0:2:2:9:4:5
0:2:2:8:12:2	Leaf terminal cluster 0:2:2:8:12:2	Leaf terminal cluster 0:2:2:8:12:2
0:336	Leaf terminal cluster 0:336	Leaf terminal cluster 0:336
0:2:2:2:8	Leaf terminal cluster 0:2:2:2:8	Leaf terminal cluster 0:2:2:2:8
0:1:1:32	Leaf terminal cluster 0:1:1:32	Leaf terminal cluster 0:1:1:32
0:2:2:3:21	Leaf terminal cluster 0:2:2:3:21	Leaf terminal cluster 0:2:2:3:21
0:333	Leaf terminal cluster 0:333	Leaf terminal cluster 0:333
0:2:2:12:13	Leaf terminal cluster 0:2:2:12:13	Leaf terminal cluster 0:2:2:12:13
0:2:1:1:127	Leaf terminal cluster 0:2:1:1:127	Leaf terminal cluster 0:2:1:1:127
0:2:2:2:28	Leaf terminal cluster 0:2:2:2:28	Leaf terminal cluster 0:2:2:2:28
0:1:1:3:23	Leaf terminal cluster 0:1:1:3:23	Leaf terminal cluster 0:1:1:3:23
0:3:3:3:3	Leaf terminal cluster 0:3:3:3:3	Leaf terminal cluster 0:3:3:3:3
0:88	Leaf terminal cluster 0:88	Leaf terminal cluster 0:88
0:1:3:71	Leaf terminal cluster 0:1:3:71	Leaf terminal cluster 0:1:3:71
0:165	Leaf terminal cluster 0:165	Leaf terminal cluster 0:165
0:263	Leaf terminal cluster 0:263	Leaf terminal cluster 0:263
0:1:1:193	Leaf terminal cluster 0:1:1:193	Leaf terminal cluster 0:1:1:193
0:2:1:1:314	Leaf terminal cluster 0:2:1:1:314	Leaf terminal cluster 0:2:1:1:314
0:1:3:14:6	Leaf terminal cluster 0:1:3:14:6	Leaf terminal cluster 0:1:3:14:6
0:264	Leaf terminal cluster 0:264	Leaf terminal cluster 0:264
0:1:1:225	Leaf terminal cluster 0:1:1:225	Leaf terminal cluster 0:1:1:225
0:319	Leaf terminal cluster 0:319	Leaf terminal cluster 0:319
0:2:2:2:10	Leaf terminal cluster 0:2:2:2:10	Leaf terminal cluster 0:2:2:2:10
0:1:4:33	Leaf terminal cluster 0:1:4:33	Leaf terminal cluster 0:1:4:33
0:123	Leaf terminal cluster 0:123	Leaf terminal cluster 0:123
0:248	Leaf terminal cluster 0:248	Leaf terminal cluster 0:248
0:2:2:6:2:8	Leaf terminal cluster 0:2:2:6:2:8	Leaf terminal cluster 0:2:2:6:2:8
0:1:3:83	Leaf terminal cluster 0:1:3:83	Leaf terminal cluster 0:1:3:83
0:2:2:6:1:2	Leaf terminal cluster 0:2:2:6:1:2	Leaf terminal cluster 0:2:2:6:1:2
0:1:3:27	Leaf terminal cluster 0:1:3:27	Leaf terminal cluster 0:1:3:27
0:1:2:85	Leaf terminal cluster 0:1:2:85	Leaf terminal cluster 0:1:2:85
0:2:1:1:336	Leaf terminal cluster 0:2:1:1:336	Leaf terminal cluster 0:2:1:1:336
0:1:3:2	Leaf terminal cluster 0:1:3:2	Leaf terminal cluster 0:1:3:2
0:1:1:206	Leaf terminal cluster 0:1:1:206	Leaf terminal cluster 0:1:1:206
0:1:3:14:5	Leaf terminal cluster 0:1:3:14:5	Leaf terminal cluster 0:1:3:14:5
0:237	Leaf terminal cluster 0:237	Leaf terminal cluster 0:237
0:388	Leaf terminal cluster 0:388	Leaf terminal cluster 0:388
0:1:1:46	Leaf terminal cluster 0:1:1:46	Leaf terminal cluster 0:1:1:46
0:1:1:170	Leaf terminal cluster 0:1:1:170	Leaf terminal cluster 0:1:1:170
0:1:2:128	Leaf terminal cluster 0:1:2:128	Leaf terminal cluster 0:1:2:128
0:2:1:1:257	Leaf terminal cluster 0:2:1:1:257	Leaf terminal cluster 0:2:1:1:257
0:1:7:46	Leaf terminal cluster 0:1:7:46	Leaf terminal cluster 0:1:7:46
0:2:2:8:13:1	Leaf terminal cluster 0:2:2:8:13:1	Leaf terminal cluster 0:2:2:8:13:1
0:2:1:1:89	Leaf terminal cluster 0:2:1:1:89	Leaf terminal cluster 0:2:1:1:89
0:1:11:4	Leaf terminal cluster 0:1:11:4	Leaf terminal cluster 0:1:11:4
0:1:6:7	Leaf terminal cluster 0:1:6:7	Leaf terminal cluster 0:1:6:7
0:1:2:7	Leaf terminal cluster 0:1:2:7	Leaf terminal cluster 0:1:2:7
0:142	Leaf terminal cluster 0:142	Leaf terminal cluster 0:142
0:1:8:5:3	Leaf terminal cluster 0:1:8:5:3	Leaf terminal cluster 0:1:8:5:3
0:1:3:57:4	Leaf terminal cluster 0:1:3:57:4	Leaf terminal cluster 0:1:3:57:4
0:1:6:39	Leaf terminal cluster 0:1:6:39	Leaf terminal cluster 0:1:6:39
0:1:11	Leaf terminal cluster 0:1:11	Leaf terminal cluster 0:1:11
0:3:1:5:2	Leaf terminal cluster 0:3:1:5:2	Leaf terminal cluster 0:3:1:5:2
0:1:6:8	Leaf terminal cluster 0:1:6:8	Leaf terminal cluster 0:1:6:8
0:1:2:119	Leaf terminal cluster 0:1:2:119	Leaf terminal cluster 0:1:2:119
0:2:1:1:149	Leaf terminal cluster 0:2:1:1:149	Leaf terminal cluster 0:2:1:1:149
0:2:2:5:3	Leaf terminal cluster 0:2:2:5:3	Leaf terminal cluster 0:2:2:5:3
0:1:7:7	Leaf terminal cluster 0:1:7:7	Leaf terminal cluster 0:1:7:7
0:1:2:74	Leaf terminal cluster 0:1:2:74	Leaf terminal cluster 0:1:2:74
0:1:3:178	Leaf terminal cluster 0:1:3:178	Leaf terminal cluster 0:1:3:178
0:2:1:1:41	Leaf terminal cluster 0:2:1:1:41	Leaf terminal cluster 0:2:1:1:41
0:1:3:12	Leaf terminal cluster 0:1:3:12	Leaf terminal cluster 0:1:3:12
0:316	Leaf terminal cluster 0:316	Leaf terminal cluster 0:316
0:2:2:2:30	Leaf terminal cluster 0:2:2:2:30	Leaf terminal cluster 0:2:2:2:30
0:2:2:16:9	Leaf terminal cluster 0:2:2:16:9	Leaf terminal cluster 0:2:2:16:9
0:174	Leaf terminal cluster 0:174	Leaf terminal cluster 0:174
0:2:2:14:1:7	Leaf terminal cluster 0:2:2:14:1:7	Leaf terminal cluster 0:2:2:14:1:7
0:2:2:1:1:42	Leaf terminal cluster 0:2:2:1:1:42	Leaf terminal cluster 0:2:2:1:1:42
0:1:3:46	Leaf terminal cluster 0:1:3:46	Leaf terminal cluster 0:1:3:46
0:1:6:11	Leaf terminal cluster 0:1:6:11	Leaf terminal cluster 0:1:6:11
0:2:2:10:10:2	Leaf terminal cluster 0:2:2:10:10:2	Leaf terminal cluster 0:2:2:10:10:2
0:1:5:12	Leaf terminal cluster 0:1:5:12	Leaf terminal cluster 0:1:5:12
0:128	Leaf terminal cluster 0:128	Leaf terminal cluster 0:128
0:1:1:60	Leaf terminal cluster 0:1:1:60	Leaf terminal cluster 0:1:1:60
0:1:1:195	Leaf terminal cluster 0:1:1:195	Leaf terminal cluster 0:1:1:195
0:1:5:99	Leaf terminal cluster 0:1:5:99	Leaf terminal cluster 0:1:5:99
0:362	Leaf terminal cluster 0:362	Leaf terminal cluster 0:362
0:1:5:57	Leaf terminal cluster 0:1:5:57	Leaf terminal cluster 0:1:5:57
0:2:1:1:90	Leaf terminal cluster 0:2:1:1:90	Leaf terminal cluster 0:2:1:1:90
0:337	Leaf terminal cluster 0:337	Leaf terminal cluster 0:337
0:1:8:4:2	Leaf terminal cluster 0:1:8:4:2	Leaf terminal cluster 0:1:8:4:2
0:2:2:17:2	Leaf terminal cluster 0:2:2:17:2	Leaf terminal cluster 0:2:2:17:2
0:2:1:1:135	Leaf terminal cluster 0:2:1:1:135	Leaf terminal cluster 0:2:1:1:135
0:1:4:79	Leaf terminal cluster 0:1:4:79	Leaf terminal cluster 0:1:4:79
0:1:3:64	Leaf terminal cluster 0:1:3:64	Leaf terminal cluster 0:1:3:64
0:2:2:2:64	Leaf terminal cluster 0:2:2:2:64	Leaf terminal cluster 0:2:2:2:64
0:2:1:1:305	Leaf terminal cluster 0:2:1:1:305	Leaf terminal cluster 0:2:1:1:305
0:2:2:6:2:3	Leaf terminal cluster 0:2:2:6:2:3	Leaf terminal cluster 0:2:2:6:2:3
0:1:7:53	Leaf terminal cluster 0:1:7:53	Leaf terminal cluster 0:1:7:53
0:2:1:1:116	Leaf terminal cluster 0:2:1:1:116	Leaf terminal cluster 0:2:1:1:116
0:2:2:23:4	Leaf terminal cluster 0:2:2:23:4	Leaf terminal cluster 0:2:2:23:4
0:1:1:176	Leaf terminal cluster 0:1:1:176	Leaf terminal cluster 0:1:1:176
0:2:2:3:30	Leaf terminal cluster 0:2:2:3:30	Leaf terminal cluster 0:2:2:3:30
0:1:4:62	Leaf terminal cluster 0:1:4:62	Leaf terminal cluster 0:1:4:62
0:2:2:6:1	Leaf terminal cluster 0:2:2:6:1	Leaf terminal cluster 0:2:2:6:1
0:2:2:4:18	Leaf terminal cluster 0:2:2:4:18	Leaf terminal cluster 0:2:2:4:18
0:2:1:1:304	Leaf terminal cluster 0:2:1:1:304	Leaf terminal cluster 0:2:1:1:304
0:149	Leaf terminal cluster 0:149	Leaf terminal cluster 0:149
0:1:3:45	Leaf terminal cluster 0:1:3:45	Leaf terminal cluster 0:1:3:45
0:1:3:155	Leaf terminal cluster 0:1:3:155	Leaf terminal cluster 0:1:3:155
0:2:2:5:3:3:1	Leaf terminal cluster 0:2:2:5:3:3:1	Leaf terminal cluster 0:2:2:5:3:3:1
0:2:1:1:63	Leaf terminal cluster 0:2:1:1:63	Leaf terminal cluster 0:2:1:1:63
0:2:2:9:5:4	Leaf terminal cluster 0:2:2:9:5:4	Leaf terminal cluster 0:2:2:9:5:4
0:311	Leaf terminal cluster 0:311	Leaf terminal cluster 0:311
0:1:4:25	Leaf terminal cluster 0:1:4:25	Leaf terminal cluster 0:1:4:25
0:2:2:7:10	Leaf terminal cluster 0:2:2:7:10	Leaf terminal cluster 0:2:2:7:10
0:1:5:37	Leaf terminal cluster 0:1:5:37	Leaf terminal cluster 0:1:5:37
0:2:2:1:2:22	Leaf terminal cluster 0:2:2:1:2:22	Leaf terminal cluster 0:2:2:1:2:22
0:2:2:13:8:1	Leaf terminal cluster 0:2:2:13:8:1	Leaf terminal cluster 0:2:2:13:8:1
0:289	Leaf terminal cluster 0:289	Leaf terminal cluster 0:289
0:1:1:146	Leaf terminal cluster 0:1:1:146	Leaf terminal cluster 0:1:1:146
0:1:1:16	Leaf terminal cluster 0:1:1:16	Leaf terminal cluster 0:1:1:16
0:2:2:13:8	Leaf terminal cluster 0:2:2:13:8	Leaf terminal cluster 0:2:2:13:8
0:21	Leaf terminal cluster 0:21	Leaf terminal cluster 0:21
0:1:3:74:2	Leaf terminal cluster 0:1:3:74:2	Leaf terminal cluster 0:1:3:74:2
0:1:3:96	Leaf terminal cluster 0:1:3:96	Leaf terminal cluster 0:1:3:96
0:2:2:3:49	Leaf terminal cluster 0:2:2:3:49	Leaf terminal cluster 0:2:2:3:49
0:1:4:81	Leaf terminal cluster 0:1:4:81	Leaf terminal cluster 0:1:4:81
0:2:2:1:1:48	Leaf terminal cluster 0:2:2:1:1:48	Leaf terminal cluster 0:2:2:1:1:48
0:2:2:9:3:2	Leaf terminal cluster 0:2:2:9:3:2	Leaf terminal cluster 0:2:2:9:3:2
0:370	Leaf terminal cluster 0:370	Leaf terminal cluster 0:370
0:2:2:1:1:53	Leaf terminal cluster 0:2:2:1:1:53	Leaf terminal cluster 0:2:2:1:1:53
0:1:9:2	Leaf terminal cluster 0:1:9:2	Leaf terminal cluster 0:1:9:2
0:2:2:2:51	Leaf terminal cluster 0:2:2:2:51	Leaf terminal cluster 0:2:2:2:51
0:2:2:6:2	Leaf terminal cluster 0:2:2:6:2	Leaf terminal cluster 0:2:2:6:2
0:2:1:1:245	Leaf terminal cluster 0:2:1:1:245	Leaf terminal cluster 0:2:1:1:245
0:201	Leaf terminal cluster 0:201	Leaf terminal cluster 0:201
0:1:2:163	Leaf terminal cluster 0:1:2:163	Leaf terminal cluster 0:1:2:163
0:2:2:2:36:1	Leaf terminal cluster 0:2:2:2:36:1	Leaf terminal cluster 0:2:2:2:36:1
0:1:1:3:12	Leaf terminal cluster 0:1:1:3:12	Leaf terminal cluster 0:1:1:3:12
0:1:2:33	Leaf terminal cluster 0:1:2:33	Leaf terminal cluster 0:1:2:33
0:2:2:11:19	Leaf terminal cluster 0:2:2:11:19	Leaf terminal cluster 0:2:2:11:19
0:2:1:1:234	Leaf terminal cluster 0:2:1:1:234	Leaf terminal cluster 0:2:1:1:234
0:1:1:104	Leaf terminal cluster 0:1:1:104	Leaf terminal cluster 0:1:1:104
0:378	Leaf terminal cluster 0:378	Leaf terminal cluster 0:378
0:83	Leaf terminal cluster 0:83	Leaf terminal cluster 0:83
0:2:1:2:9	Leaf terminal cluster 0:2:1:2:9	Leaf terminal cluster 0:2:1:2:9
0:1:2:55	Leaf terminal cluster 0:1:2:55	Leaf terminal cluster 0:1:2:55
0:2:2:23:1	Leaf terminal cluster 0:2:2:23:1	Leaf terminal cluster 0:2:2:23:1
0:7:2	Leaf terminal cluster 0:7:2	Leaf terminal cluster 0:7:2
0:1:9:1	Leaf terminal cluster 0:1:9:1	Leaf terminal cluster 0:1:9:1
0:2:2:10:16	Leaf terminal cluster 0:2:2:10:16	Leaf terminal cluster 0:2:2:10:16
0:1:3:168	Leaf terminal cluster 0:1:3:168	Leaf terminal cluster 0:1:3:168
0:1:2:138	Leaf terminal cluster 0:1:2:138	Leaf terminal cluster 0:1:2:138
0:2:2:1:1:1	Leaf terminal cluster 0:2:2:1:1:1	Leaf terminal cluster 0:2:2:1:1:1
0:2:2:2:23	Leaf terminal cluster 0:2:2:2:23	Leaf terminal cluster 0:2:2:2:23
0:2:2:1:4	Leaf terminal cluster 0:2:2:1:4	Leaf terminal cluster 0:2:2:1:4
0:1:3:61:1	Leaf terminal cluster 0:1:3:61:1	Leaf terminal cluster 0:1:3:61:1
0:2:2:1	Leaf terminal cluster 0:2:2:1	Leaf terminal cluster 0:2:2:1
0:1:3:67	Leaf terminal cluster 0:1:3:67	Leaf terminal cluster 0:1:3:67
0:1:7:30	Leaf terminal cluster 0:1:7:30	Leaf terminal cluster 0:1:7:30
0:1:3:5	Leaf terminal cluster 0:1:3:5	Leaf terminal cluster 0:1:3:5
0:1:8:1:3	Leaf terminal cluster 0:1:8:1:3	Leaf terminal cluster 0:1:8:1:3
0:36	Leaf terminal cluster 0:36	Leaf terminal cluster 0:36
0:2:2:8:15	Leaf terminal cluster 0:2:2:8:15	Leaf terminal cluster 0:2:2:8:15
0:1:2:100	Leaf terminal cluster 0:1:2:100	Leaf terminal cluster 0:1:2:100
0:2:1:1:2	Leaf terminal cluster 0:2:1:1:2	Leaf terminal cluster 0:2:1:1:2
0:35	Leaf terminal cluster 0:35	Leaf terminal cluster 0:35
0:2:2	Leaf terminal cluster 0:2:2	Leaf terminal cluster 0:2:2
0:1:1:203:2	Leaf terminal cluster 0:1:1:203:2	Leaf terminal cluster 0:1:1:203:2
0:2:1:1:4	Leaf terminal cluster 0:2:1:1:4	Leaf terminal cluster 0:2:1:1:4
0:16:2	Leaf terminal cluster 0:16:2	Leaf terminal cluster 0:16:2
0:3:3:2	Leaf terminal cluster 0:3:3:2	Leaf terminal cluster 0:3:3:2
0:2:1:1:335	Leaf terminal cluster 0:2:1:1:335	Leaf terminal cluster 0:2:1:1:335
0:8	Leaf terminal cluster 0:8	Leaf terminal cluster 0:8
0:2:2:2:63	Leaf terminal cluster 0:2:2:2:63	Leaf terminal cluster 0:2:2:2:63
0:105	Leaf terminal cluster 0:105	Leaf terminal cluster 0:105
0:1:1:123	Leaf terminal cluster 0:1:1:123	Leaf terminal cluster 0:1:1:123
0:1:5:65	Leaf terminal cluster 0:1:5:65	Leaf terminal cluster 0:1:5:65
0:2:1:1:59	Leaf terminal cluster 0:2:1:1:59	Leaf terminal cluster 0:2:1:1:59
0:2:1:1:227	Leaf terminal cluster 0:2:1:1:227	Leaf terminal cluster 0:2:1:1:227
0:2:2:1:2:16:2	Leaf terminal cluster 0:2:2:1:2:16:2	Leaf terminal cluster 0:2:2:1:2:16:2
0:2:2:1:2:17	Leaf terminal cluster 0:2:2:1:2:17	Leaf terminal cluster 0:2:2:1:2:17
0:2:2:2:26	Leaf terminal cluster 0:2:2:2:26	Leaf terminal cluster 0:2:2:2:26
0:2:2:18:5	Leaf terminal cluster 0:2:2:18:5	Leaf terminal cluster 0:2:2:18:5
0:2:2:9:2:7	Leaf terminal cluster 0:2:2:9:2:7	Leaf terminal cluster 0:2:2:9:2:7
0:2:2:2:52	Leaf terminal cluster 0:2:2:2:52	Leaf terminal cluster 0:2:2:2:52
0:417	Leaf terminal cluster 0:417	Leaf terminal cluster 0:417
0:1:2:109	Leaf terminal cluster 0:1:2:109	Leaf terminal cluster 0:1:2:109
0:74	Leaf terminal cluster 0:74	Leaf terminal cluster 0:74
0:6:1	Leaf terminal cluster 0:6:1	Leaf terminal cluster 0:6:1
0:2:1:1:223	Leaf terminal cluster 0:2:1:1:223	Leaf terminal cluster 0:2:1:1:223
0:1:4:39	Leaf terminal cluster 0:1:4:39	Leaf terminal cluster 0:1:4:39
0:5	Leaf terminal cluster 0:5	Leaf terminal cluster 0:5
0:2:2:8:11	Leaf terminal cluster 0:2:2:8:11	Leaf terminal cluster 0:2:2:8:11
0:239	Leaf terminal cluster 0:239	Leaf terminal cluster 0:239
0:357	Leaf terminal cluster 0:357	Leaf terminal cluster 0:357
0:1:4:37	Leaf terminal cluster 0:1:4:37	Leaf terminal cluster 0:1:4:37
0:1:1:3:8	Leaf terminal cluster 0:1:1:3:8	Leaf terminal cluster 0:1:1:3:8
0:377	Leaf terminal cluster 0:377	Leaf terminal cluster 0:377
0:1:3:7:1	Leaf terminal cluster 0:1:3:7:1	Leaf terminal cluster 0:1:3:7:1
0:102	Leaf terminal cluster 0:102	Leaf terminal cluster 0:102
0:275	Leaf terminal cluster 0:275	Leaf terminal cluster 0:275
0:2:1:1:185	Leaf terminal cluster 0:2:1:1:185	Leaf terminal cluster 0:2:1:1:185
0:2:1:1:140	Leaf terminal cluster 0:2:1:1:140	Leaf terminal cluster 0:2:1:1:140
0:1:2:69	Leaf terminal cluster 0:1:2:69	Leaf terminal cluster 0:1:2:69
